GGlevel,n,время_мин,Глаша_сред,подсветок_сред,источников,адрес_верный,адрес_чисто
0,433,9.333333333333334,2.7344110854503465,1.1408775981524248,0.20092378752886836,0.3371824480369515,0.10623556581986143
1,729,10.633333333333333,2.429355281207133,0.7407407407407407,0.4869684499314129,0.6707818930041153,0.12482853223593965
2,788,11.591666666666667,2.1104060913705585,0.41878172588832485,0.7956852791878173,0.868020304568528,0.06472081218274112
3,453,11.55,1.7196467991169977,0.2185430463576159,1.2671081677704195,0.9536423841059603,0.026490066225165563
