,Ось1,Ось2,Ось3,Ось4,Ось5,Ось6
mail1_1,-0.43989497523059434,0.1069142305264262,0.03011214789639639,0.02004425761495416,-0.051246676559702706,-0.0023415953293991773
mail1_2,-0.44910678592544,-0.05722372744839939,0.004707167796520541,-0.0017771618381490794,0.022768860904680922,-0.004709155702403975
mail1_3,-0.33363239749314116,0.8256796765124603,-0.5705906965031998,-0.18349150377119394,-0.12417514950784109,0.12192152026031698
mail1___MISSING__,2.1586887576851947,-0.04132533520860183,0.0007953070526996017,-0.003115310018714562,0.0075882609770934585,0.006585327680614818
mail2_1,-0.4508136181803344,-0.2612116451124538,-0.049266653161582824,-0.08446650728391353,0.02790822121015875,0.04764314815559482
mail2_2,-0.4446266434088025,0.2071312211344065,0.10806548455335546,0.05567397357467357,-0.017979917443886825,-0.01849006965011025
mail2_3,-0.4337376020087926,0.3587999034027049,-0.09590575250882087,0.13039429784728812,-0.051882985836694984,-0.10263314446158489
mail2___MISSING__,2.1510496263868704,-0.03907525543987157,0.0008809733802685005,-0.004250818533020166,0.007576585759090282,0.002744705303458415
wall1___MISSING__,2.116560927683282,-0.006863928186681764,-0.007317153488976162,-0.02524191189871408,0.017571993111438394,-0.014430250620189983
"wall1_Привет! Я думаю, что повезло всем, кто участвует в этом спектакле 🎭🎼",-0.45664260523971595,-0.144833704175052,0.012495150977588704,0.06228735641695961,0.01350212079505154,0.008755066588773595
"wall1_Привет! Я думаю, что повезло всем, кто участвует в этом спектакле 👌🎉",-0.45847093916623777,0.03674540358287146,0.02716061816228295,-0.06567654311748088,0.00830236806485888,0.004289689895240342
"wall1_Привет! Я думаю, что повезло всем, кто участвует в этом спектакле 💐🤦‍♂️",-0.3937951273649254,0.7989096143691047,-0.23866993920021357,0.062484318048679106,-0.20170931670010686,-0.04422155256131248
private1___MISSING__,1.122769762371741,0.14000636905767558,-0.034377743953119266,-0.02560867165205034,-0.007768002966671476,0.06146784692867431
"private1_Не думаю, что стоит об этом кому-то рассказывать.",-0.4686767231855241,-0.18013501870394277,-0.024968640303850643,-0.03353058662203298,0.03093982196964347,-0.021306677727846668
"private1_Ничего себе, расскажу об этом в сообществе!",-0.46146163697189463,0.590702454232512,0.2235781593412305,0.24608385597373145,-0.1443483515222541,-0.04844510189643974
